,code_insee,nom_standard,nom_sans_pronom,nom_a,nom_de,nom_sans_accent,nom_standard_majuscule,typecom,typecom_texte,reg_code,reg_nom,dep_code,dep_nom,canton_code,canton_nom,epci_code,epci_nom,academie_code,academie_nom,code_postal,codes_postaux,zone_emploi,code_insee_centre_zone_emploi,code_unite_urbaine,nom_unite_urbaine,taille_unite_urbaine,type_commune_unite_urbaine,statut_commune_unite_urbaine,population,superficie_hectare,superficie_km2,densite,altitude_moyenne,altitude_minimale,altitude_maximale,latitude_mairie,longitude_mairie,latitude_centre,longitude_centre,grille_densite,grille_densite_texte,niveau_equipements_services,niveau_equipements_services_texte,gentile,url_wikipedia,url_villedereve
1979,06113,Sainte-Agnès,Sainte-Agnès,à Sainte-Agnès,de Sainte-Agnès,sainte-agnes,SAINTE-AGNÈS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0614,Menton,240600551,CA de la Riviera Française,23,Nice,06500,06500,09314,06083,06501,Menton-Monaco (partie française),5.0,UNITE URBAINE,B,1351,953,10,142.0,562,66.0,1238.0,43.789,7.469,43.806,7.461,4,Ceintures urbaines,0.0,communes non pôle,Agnésois,https://fr.wikipedia.org/wiki/fr:Sainte-Agnès (Alpes-Maritimes),https://villedereve.fr/ville/06113-sainte-agnes
1980,06114,Saint-André-de-la-Roche,Saint-André-de-la-Roche,à Saint-André-de-la-Roche,de Saint-André-de-la-Roche,saint-andre-de-la-roche,SAINT-ANDRÉ-DE-LA-ROCHE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0621,Nice-7,200030195,Métropole Nice Côte d'Azur,23,Nice,06730,06730,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,5782,282,3,2050.0,164,43.0,383.0,43.739,7.288,43.746,7.289,1,Grands centres urbains,2.0,centres intermédiaires d'équipements et de services,Saint-Andréens,https://fr.wikipedia.org/wiki/fr:Saint-André-de-la-Roche,https://villedereve.fr/ville/06114-saint-andre-de-la-roche
1981,06115,Saint-Antonin,Saint-Antonin,à Saint-Antonin,de Saint-Antonin,saint-antonin,SAINT-ANTONIN,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06260,06260,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,85,637,6,13.0,758,625.0,901.0,43.91,6.98,43.908,6.977,7,Rural à habitat très dispersé,0.0,communes non pôle,Santantoninois,https://fr.wikipedia.org/wiki/fr:Saint-Antonin (Alpes-Maritimes),https://villedereve.fr/ville/06115-saint-antonin
1982,06116,Saint-Auban,Saint-Auban,à Saint-Auban,de Saint-Auban,saint-auban,SAINT-AUBAN,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06850,06850,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,213,4269,43,5.0,1237,899.0,1689.0,43.849,6.727,43.831,6.74,7,Rural à habitat très dispersé,0.0,communes non pôle,Saint-Aubanais,https://fr.wikipedia.org/wiki/fr:Saint-Auban,https://villedereve.fr/ville/06116-saint-auban
1983,06117,Saint-Blaise,Saint-Blaise,à Saint-Blaise,de Saint-Blaise,saint-blaise,SAINT-BLAISE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06670,06670,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,1367,796,8,172.0,367,88.0,808.0,43.821,7.239,43.813,7.23,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Saint-Blaisois,https://fr.wikipedia.org/wiki/fr:Saint-Blaise (Alpes-Maritimes),https://villedereve.fr/ville/06117-saint-blaise
1984,06118,Saint-Cézaire-sur-Siagne,Saint-Cézaire-sur-Siagne,à Saint-Cézaire-sur-Siagne,de Saint-Cézaire-sur-Siagne,saint-cezaire-sur-siagne,SAINT-CÉZAIRE-SUR-SIAGNE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06530,"06535, 06530",09304,06029,06107,Saint-Cézaire-sur-Siagne,1.0,UNITE URBAINE,I,3924,3006,30,131.0,491,95.0,771.0,43.65,6.792,43.659,6.803,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Saint-Cézariens,https://fr.wikipedia.org/wiki/fr:Saint-Cézaire-sur-Siagne,https://villedereve.fr/ville/06118-saint-cezaire-sur-siagne
1985,06119,Saint-Dalmas-le-Selvage,Saint-Dalmas-le-Selvage,à Saint-Dalmas-le-Selvage,de Saint-Dalmas-le-Selvage,saint-dalmas-le-selvage,SAINT-DALMAS-LE-SELVAGE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06660,06660,09307,04070,06000,,0.0,HORS UNITE URBAINE,H,104,8100,81,1.0,2207,0.0,0.0,44.284,6.866,44.29,6.841,6,Rural à habitat dispersé,0.0,communes non pôle,Sandalmassiers,https://fr.wikipedia.org/wiki/fr:Saint-Dalmas-le-Selvage,https://villedereve.fr/ville/06119-saint-dalmas-le-selvage
1986,06120,Saint-Étienne-de-Tinée,Saint-Étienne-de-Tinée,à Saint-Étienne-de-Tinée,de Saint-Étienne-de-Tinée,saint-etienne-de-tinee,SAINT-ÉTIENNE-DE-TINÉE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06660,06660,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,1341,17257,173,8.0,1996,949.0,3027.0,44.256,6.926,44.249,6.924,6,Rural à habitat dispersé,2.0,centres intermédiaires d'équipements et de services,Stéphanois,https://fr.wikipedia.org/wiki/fr:Saint-Étienne-de-Tinée,https://villedereve.fr/ville/06120-saint-etienne-de-tinee
1987,06121,Saint-Jean-Cap-Ferrat,Saint-Jean-Cap-Ferrat,à Saint-Jean-Cap-Ferrat,de Saint-Jean-Cap-Ferrat,saint-jean-cap-ferrat,SAINT-JEAN-CAP-FERRAT,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0604,Beausoleil,200030195,Métropole Nice Côte d'Azur,23,Nice,06230,06230,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,1471,276,3,533.0,39,0.0,138.0,43.692,7.333,43.687,7.33,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Saint-Jeannois,https://fr.wikipedia.org/wiki/fr:Saint-Jean-Cap-Ferrat,https://villedereve.fr/ville/06121-saint-jean-cap-ferrat
1988,06122,Saint-Jeannet,Saint-Jeannet,à Saint-Jeannet,de Saint-Jeannet,saint-jeannet,SAINT-JEANNET,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200030195,Métropole Nice Côte d'Azur,23,Nice,06640,06640,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,4303,1461,15,295.0,557,100.0,407.0,43.748,7.143,43.759,7.141,4,Ceintures urbaines,2.0,centres intermédiaires d'équipements et de services,Saint-Jeannois,https://fr.wikipedia.org/wiki/fr:Saint-Jeannet (Alpes-Maritimes),https://villedereve.fr/ville/06122-saint-jeannet
1989,06123,Saint-Laurent-du-Var,Saint-Laurent-du-Var,à Saint-Laurent-du-Var,de Saint-Laurent-du-Var,saint-laurent-du-var,SAINT-LAURENT-DU-VAR,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0606,Cagnes-sur-Mer-2,200030195,Métropole Nice Côte d'Azur,23,Nice,06700,"06703, 06721, 06702, 06704, 06706, 06709, 06700, 06708, 06701, 06804",09315,06088,06701,Nice,7.0,UNITE URBAINE,B,30941,938,9,3299.0,64,0.0,214.0,43.675,7.192,43.686,7.182,1,Grands centres urbains,3.0,centres structurants d'équipements et de services,Laurentins,https://fr.wikipedia.org/wiki/fr:Saint-Laurent-du-Var,https://villedereve.fr/ville/06123-saint-laurent-du-var
1990,06124,Saint-Léger,Saint-Léger,à Saint-Léger,de Saint-Léger,saint-leger,SAINT-LÉGER,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06260,06260,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,52,450,4,12.0,1040,590.0,1600.0,44.001,6.828,44.003,6.823,7,Rural à habitat très dispersé,0.0,communes non pôle,Saint-Légeois,https://fr.wikipedia.org/wiki/fr:Saint-Léger (Alpes-Maritimes),https://villedereve.fr/ville/06124-saint-leger
1991,06125,Saint-Martin-d'Entraunes,Saint-Martin-d'Entraunes,à Saint-Martin-d'Entraunes,de Saint-Martin-d'Entraunes,saint-martin-d-entraunes,SAINT-MARTIN-D'ENTRAUNES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06470,06470,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,153,3973,40,4.0,1682,968.0,2742.0,44.143,6.761,44.149,6.746,7,Rural à habitat très dispersé,0.0,communes non pôle,Saint-Martinois,https://fr.wikipedia.org/wiki/fr:Saint-Martin-d'Entraunes,https://villedereve.fr/ville/06125-saint-martin-d-entraunes
1992,06126,Saint-Martin-du-Var,Saint-Martin-du-Var,à Saint-Martin-du-Var,de Saint-Martin-du-Var,saint-martin-du-var,SAINT-MARTIN-DU-VAR,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06670,06670,09315,06088,06103,Saint-Martin-du-Var,1.0,UNITE URBAINE,I,3375,487,5,693.0,184,88.0,403.0,43.822,7.191,43.817,7.199,5,Bourgs ruraux,2.0,centres intermédiaires d'équipements et de services,,https://fr.wikipedia.org/wiki/fr:Saint-Martin-du-Var,https://villedereve.fr/ville/06126-saint-martin-du-var
1993,06127,Saint-Martin-Vésubie,Saint-Martin-Vésubie,à Saint-Martin-Vésubie,de Saint-Martin-Vésubie,saint-martin-vesubie,SAINT-MARTIN-VÉSUBIE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06450,06450,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,1385,9717,97,14.0,1949,715.0,3120.0,44.07,7.257,44.102,7.302,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Saint-Martinois,https://fr.wikipedia.org/wiki/fr:Saint-Martin-Vésubie,https://villedereve.fr/ville/06127-saint-martin-vesubie
1994,06128,Saint-Paul-de-Vence,Saint-Paul-de-Vence,à Saint-Paul-de-Vence,de Saint-Paul-de-Vence,saint-paul-de-vence,SAINT-PAUL-DE-VENCE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0627,Villeneuve-Loubet,240600585,CA de Sophia Antipolis,23,Nice,06570,06570,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,3183,726,7,438.0,152,39.0,355.0,43.697,7.122,43.695,7.121,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Saint-Paulois,https://fr.wikipedia.org/wiki/fr:Saint-Paul-de-Vence,https://villedereve.fr/ville/06128-saint-paul-de-vence
1995,06129,Saint-Sauveur-sur-Tinée,Saint-Sauveur-sur-Tinée,à Saint-Sauveur-sur-Tinée,de Saint-Sauveur-sur-Tinée,saint-sauveur-sur-tinee,SAINT-SAUVEUR-SUR-TINÉE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06420,06420,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,301,3228,32,9.0,1341,432.0,2708.0,44.083,7.105,44.121,7.118,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Blavets ou Sansavornins,https://fr.wikipedia.org/wiki/fr:Saint-Sauveur-sur-Tinée,https://villedereve.fr/ville/06129-saint-sauveur-sur-tinee
1996,06130,Saint-Vallier-de-Thiey,Saint-Vallier-de-Thiey,à Saint-Vallier-de-Thiey,de Saint-Vallier-de-Thiey,saint-vallier-de-thiey,SAINT-VALLIER-DE-THIEY,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06460,06460,09304,06029,06105,Saint-Vallier-de-Thiey,1.0,UNITE URBAINE,I,3667,5216,52,70.0,850,460.0,1485.0,43.699,6.848,43.697,6.851,5,Bourgs ruraux,2.0,centres intermédiaires d'équipements et de services,Vallerois,https://fr.wikipedia.org/wiki/fr:Saint-Vallier-de-Thiey,https://villedereve.fr/ville/06130-saint-vallier-de-thiey
1997,06131,Sallagriffon,Sallagriffon,à Sallagriffon,de Sallagriffon,sallagriffon,SALLAGRIFFON,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06910,06910,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,47,956,10,5.0,761,557.0,1259.0,43.883,6.906,43.881,6.914,7,Rural à habitat très dispersé,0.0,communes non pôle,Sallagriffonais,https://fr.wikipedia.org/wiki/fr:Sallagriffon,https://villedereve.fr/ville/06131-sallagriffon
1998,06132,Saorge,Saorge,à Saorge,de Saorge,saorge,SAORGE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600551,CA de la Riviera Française,23,Nice,06540,06540,09314,06083,06000,,0.0,HORS UNITE URBAINE,H,440,8448,84,5.0,1238,319.0,2680.0,43.988,7.552,43.994,7.538,6,Rural à habitat dispersé,0.0,communes non pôle,Saorgiens,https://fr.wikipedia.org/wiki/fr:Saorge,https://villedereve.fr/ville/06132-saorge
1999,06133,Sauze,Sauze,à Sauze,de Sauze,sauze,SAUZE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06470,06470,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,70,2755,28,3.0,1539,780.0,2502.0,44.088,6.836,44.085,6.801,7,Rural à habitat très dispersé,0.0,communes non pôle,Sauzois,https://fr.wikipedia.org/wiki/fr:Sauze,https://villedereve.fr/ville/06133-sauze
2000,06134,Séranon,Séranon,à Séranon,de Séranon,seranon,SÉRANON,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06750,06750,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,535,2326,23,23.0,1184,1018.0,1712.0,43.774,6.704,43.766,6.69,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Séranonnais,https://fr.wikipedia.org/wiki/fr:Séranon,https://villedereve.fr/ville/06134-seranon
2001,06135,Sigale,Sigale,à Sigale,de Sigale,sigale,SIGALE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06910,06910,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,199,559,6,36.0,639,327.0,1108.0,43.872,6.965,43.876,6.966,6,Rural à habitat dispersé,0.0,communes non pôle,Sigalois,https://fr.wikipedia.org/wiki/fr:Sigale,https://villedereve.fr/ville/06135-sigale
2002,06136,Sospel,Sospel,à Sospel,de Sospel,sospel,SOSPEL,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600551,CA de la Riviera Française,23,Nice,06380,06380,09314,06083,06106,Sospel,1.0,UNITE URBAINE,I,3803,6245,62,61.0,719,257.0,1778.0,43.877,7.45,43.884,7.448,5,Bourgs ruraux,2.0,centres intermédiaires d'équipements et de services,Sospellois,https://fr.wikipedia.org/wiki/fr:Sospel,https://villedereve.fr/ville/06136-sospel
2003,06137,Spéracèdes,Spéracèdes,à Spéracèdes,de Spéracèdes,speracedes,SPÉRACÈDES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06530,06530,09304,06029,06701,Nice,7.0,UNITE URBAINE,B,1176,347,3,339.0,537,204.0,790.0,43.648,6.858,43.652,6.857,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Spéracèdois,https://fr.wikipedia.org/wiki/fr:Spéracèdes,https://villedereve.fr/ville/06137-speracedes
2004,06138,Théoule-sur-Mer,Théoule-sur-Mer,à Théoule-sur-Mer,de Théoule-sur-Mer,theoule-sur-mer,THÉOULE-SUR-MER,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0613,Mandelieu-la-Napoule,200039915,CA Cannes Pays de Lérins,23,Nice,06590,06590,09304,06029,06701,Nice,7.0,UNITE URBAINE,B,1362,1072,11,127.0,130,0.0,440.0,43.506,6.94,43.498,6.93,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Théouliens,https://fr.wikipedia.org/wiki/fr:Théoule-sur-Mer,https://villedereve.fr/ville/06138-theoule-sur-mer
2005,06139,Thiéry,Thiéry,à Thiéry,de Thiéry,thiery,THIÉRY,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06710,06710,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,103,2194,22,5.0,1060,0.0,0.0,43.978,7.03,43.974,7.042,7,Rural à habitat très dispersé,0.0,communes non pôle,,https://fr.wikipedia.org/wiki/fr:Thiéry,https://villedereve.fr/ville/06139-thiery
2006,06140,Le Tignet,Tignet,au Tignet,du Tignet,le-tignet,LE TIGNET,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06530,"06530, 06532",09304,06029,06701,Nice,7.0,UNITE URBAINE,B,3105,1134,11,274.0,225,30.0,600.0,43.629,6.843,43.624,6.853,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Tignetans,https://fr.wikipedia.org/wiki/fr:Le Tignet,https://villedereve.fr/ville/06140-le-tignet
2007,06141,Toudon,Toudon,à Toudon,de Toudon,toudon,TOUDON,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06830,06830,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,351,1844,18,19.0,859,192.0,1512.0,43.901,7.113,43.892,7.108,6,Rural à habitat dispersé,0.0,communes non pôle,Toudonnais,https://fr.wikipedia.org/wiki/fr:Toudon,https://villedereve.fr/ville/06141-toudon
2008,06142,Touët-de-l'Escarène,Touët-de-l'Escarène,à Touët-de-l'Escarène,de Touët-de-l'Escarène,touet-de-l-escarene,TOUËT-DE-L'ESCARÈNE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600593,CC du Pays des Paillons,23,Nice,06440,06440,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,306,462,5,66.0,664,374.0,1080.0,43.848,7.364,43.852,7.378,6,Rural à habitat dispersé,0.0,communes non pôle,Touétois,https://fr.wikipedia.org/wiki/fr:Touët-de-l'Escarène,https://villedereve.fr/ville/06142-touet-de-l-escarene
2009,06143,Touët-sur-Var,Touët-sur-Var,à Touët-sur-Var,de Touët-sur-Var,touet-sur-var,TOUËT-SUR-VAR,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06710,06710,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,717,1439,14,50.0,543,280.0,1043.0,43.948,7.007,43.943,7.014,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Touëtans ou Touëtois,https://fr.wikipedia.org/wiki/fr:Touët-sur-Var,https://villedereve.fr/ville/06143-touet-sur-var
2010,06144,La Tour,Tour,à Tour,de la Tour,la-tour,LA TOUR,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200030195,Métropole Nice Côte d'Azur,23,Nice,06420,06420,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,539,3634,36,15.0,849,195.0,1900.0,43.946,7.184,43.963,7.2,6,Rural à habitat dispersé,0.0,communes non pôle,panissiers,https://fr.wikipedia.org/wiki/fr:La Tour (Alpes-Maritimes),https://villedereve.fr/ville/06144-la-tour
2011,06145,Tourette-du-Château,Tourette-du-Château,à Tourette-du-Château,de Tourette-du-Château,tourette-du-chateau,TOURETTE-DU-CHÂTEAU,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06830,06830,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,142,962,10,15.0,803,276.0,1551.0,43.882,7.143,43.878,7.137,6,Rural à habitat dispersé,0.0,communes non pôle,Tourrettans,https://fr.wikipedia.org/wiki/fr:Tourette-du-Château,https://villedereve.fr/ville/06145-tourette-du-chateau
2012,06146,Tournefort,Tournefort,à Tournefort,de Tournefort,tournefort,TOURNEFORT,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200030195,Métropole Nice Côte d'Azur,23,Nice,06420,06420,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,149,987,10,15.0,477,171.0,1304.0,43.947,7.15,43.941,7.158,7,Rural à habitat très dispersé,0.0,communes non pôle,Tournefortois,https://fr.wikipedia.org/wiki/fr:Tournefort (Alpes-Maritimes),https://villedereve.fr/ville/06146-tournefort
2013,06147,Tourrette-Levens,Tourrette-Levens,à Tourrette-Levens,de Tourrette-Levens,tourrette-levens,TOURRETTE-LEVENS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06690,06690,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,4760,1647,16,289.0,444,160.0,845.0,43.787,7.276,43.786,7.273,4,Ceintures urbaines,2.0,centres intermédiaires d'équipements et de services,Tourrettans,https://fr.wikipedia.org/wiki/fr:Tourrette-Levens,https://villedereve.fr/ville/06147-tourrette-levens
2014,06148,Tourrettes-sur-Loup,Tourrettes-sur-Loup,à Tourrettes-sur-Loup,de Tourrettes-sur-Loup,tourrettes-sur-loup,TOURRETTES-SUR-LOUP,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0625,Valbonne,240600585,CA de Sophia Antipolis,23,Nice,06140,06140,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,4092,2935,29,139.0,558,47.0,1246.0,43.716,7.059,43.718,7.04,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Tourrettans,https://fr.wikipedia.org/wiki/fr:Tourrettes-sur-Loup,https://villedereve.fr/ville/06148-tourrettes-sur-loup
2015,06149,La Trinité,Trinité,à Trinité,de la Trinité,la-trinite,LA TRINITÉ,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0621,Nice-7,200030195,Métropole Nice Côte d'Azur,23,Nice,06340,"06341, 06342, 06340, 06345",09315,06088,06701,Nice,7.0,UNITE URBAINE,B,10276,1489,15,690.0,301,47.0,700.0,43.743,7.314,43.743,7.34,1,Grands centres urbains,2.0,centres intermédiaires d'équipements et de services,Trinitaires,https://fr.wikipedia.org/wiki/fr:La Trinité (Alpes-Maritimes),https://villedereve.fr/ville/06149-la-trinite
2016,06150,La Turbie,Turbie,à Turbie,de la Turbie,la-turbie,LA TURBIE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0604,Beausoleil,240600551,CA de la Riviera Française,23,Nice,06320,06320,09314,06083,06501,Menton-Monaco (partie française),5.0,UNITE URBAINE,B,3015,737,7,409.0,448,146.0,658.0,43.745,7.4,43.745,7.398,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Turbiasques,https://fr.wikipedia.org/wiki/fr:La Turbie,https://villedereve.fr/ville/06150-la-turbie
2017,06151,Utelle,Utelle,à Utelle,d'Utelle,utelle,UTELLE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06450,06450,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,844,6789,68,12.0,846,126.0,2080.0,43.919,7.264,43.927,7.239,6,Rural à habitat dispersé,0.0,communes non pôle,Utellois,https://fr.wikipedia.org/wiki/fr:Utelle,https://villedereve.fr/ville/06151-utelle
2018,06152,Valbonne,Valbonne,à Valbonne,de Valbonne,valbonne,VALBONNE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0625,Valbonne,240600585,CA de Sophia Antipolis,23,Nice,06560,"06906, 06901, 06922, 06904, 06905, 06903, 06561, 06902, 06560",09304,06029,06701,Nice,7.0,UNITE URBAINE,B,12754,2002,20,637.0,191,75.0,302.0,43.64,7.008,43.628,7.03,4,Ceintures urbaines,3.0,centres structurants d'équipements et de services,Valbonnais ou Sophipolitains,https://fr.wikipedia.org/wiki/fr:Valbonne,https://villedereve.fr/ville/06152-valbonne
2019,06153,Valdeblore,Valdeblore,à Valdeblore,de Valdeblore,valdeblore,VALDEBLORE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06420,06420,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,835,9295,93,9.0,1915,399.0,2880.0,44.071,7.171,44.113,7.196,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Valdeblorois,https://fr.wikipedia.org/wiki/fr:Valdeblore,https://villedereve.fr/ville/06153-valdeblore
2020,06154,Valderoure,Valderoure,à Valderoure,de Valderoure,valderoure,VALDEROURE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06750,06750,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,495,2519,25,20.0,1174,1027.0,1645.0,43.796,6.707,43.794,6.71,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Valderourois,https://fr.wikipedia.org/wiki/fr:Valderoure,https://villedereve.fr/ville/06154-valderoure
2021,06155,Vallauris,Vallauris,à Vallauris,de Vallauris,vallauris,VALLAURIS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0601,Antibes-1,240600585,CA de Sophia Antipolis,23,Nice,06220,"06227, 06224, 06902, 06225, 06220",09304,06029,06701,Nice,7.0,UNITE URBAINE,B,28025,1312,13,2136.0,132,0.0,285.0,43.58,7.056,43.577,7.058,1,Grands centres urbains,3.0,centres structurants d'équipements et de services,Vallauriens,https://fr.wikipedia.org/wiki/fr:Vallauris,https://villedereve.fr/ville/06155-vallauris
2022,06156,Venanson,Venanson,à Venanson,de Venanson,venanson,VENANSON,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06450,06450,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,185,1793,18,10.0,1424,760.0,2089.0,44.053,7.253,44.041,7.239,6,Rural à habitat dispersé,0.0,communes non pôle,Venansonnois,https://fr.wikipedia.org/wiki/fr:Venanson,https://villedereve.fr/ville/06156-venanson
