,code_insee,nom_standard,nom_sans_pronom,nom_a,nom_de,nom_sans_accent,nom_standard_majuscule,typecom,typecom_texte,reg_code,reg_nom,dep_code,dep_nom,canton_code,canton_nom,epci_code,epci_nom,academie_code,academie_nom,code_postal,codes_postaux,zone_emploi,code_insee_centre_zone_emploi,code_unite_urbaine,nom_unite_urbaine,taille_unite_urbaine,type_commune_unite_urbaine,statut_commune_unite_urbaine,population,superficie_hectare,superficie_km2,densite,altitude_moyenne,altitude_minimale,altitude_maximale,latitude_mairie,longitude_mairie,latitude_centre,longitude_centre,grille_densite,grille_densite_texte,niveau_equipements_services,niveau_equipements_services_texte,gentile,url_wikipedia,url_villedereve
1867,06001,Aiglun,Aiglun,à Aiglun,d'Aiglun,aiglun,AIGLUN,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06910,06910,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,93,1543,15,6.0,840,373.0,1541.0,43.858,6.915,43.852,6.935,7,Rural à habitat très dispersé,0.0,communes non pôle,Aiglenois,https://fr.wikipedia.org/wiki/fr:Aiglun (Alpes-Maritimes),https://villedereve.fr/ville/06001-aiglun
1868,06002,Amirat,Amirat,à Amirat,d'Amirat,amirat,AMIRAT,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06910,06910,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,51,1293,13,4.0,1030,725.0,1373.0,43.89,6.826,43.896,6.813,7,Rural à habitat très dispersé,0.0,communes non pôle,Amiratois,https://fr.wikipedia.org/wiki/fr:Amirat,https://villedereve.fr/ville/06002-amirat
1869,06003,Andon,Andon,à Andon,d'Andon,andon,ANDON,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06750,06750,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,640,5428,54,12.0,1253,911.0,1649.0,43.773,6.786,43.777,6.823,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Andonnais-Thorencois,https://fr.wikipedia.org/wiki/fr:Andon (Alpes-Maritimes),https://villedereve.fr/ville/06003-andon
1870,06004,Antibes,Antibes,à Antibes,d'Antibes,antibes,ANTIBES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0694,Antibes,240600585,CA de Sophia Antipolis,23,Nice,06160,"06901, 06632, 06161, 06631, 06160, 06605, 06600, 06299, 06606, 06162, 06603, 06633, 06904, 06602, 06164, 06601, 06903",09304,06029,06701,Nice,7.0,UNITE URBAINE,B,75130,2699,27,2784.0,44,0.0,163.0,43.581,7.128,43.588,7.106,1,Grands centres urbains,3.0,centres structurants d'équipements et de services,Antibois,https://fr.wikipedia.org/wiki/fr:Antibes,https://villedereve.fr/ville/06004-antibes
1871,06005,Ascros,Ascros,à Ascros,d'Ascros,ascros,ASCROS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06260,06260,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,178,1748,17,10.0,997,600.0,1449.0,43.921,7.014,43.919,7.016,7,Rural à habitat très dispersé,0.0,communes non pôle,Ascrossois,https://fr.wikipedia.org/wiki/fr:Ascros,https://villedereve.fr/ville/06005-ascros
1872,06006,Aspremont,Aspremont,à Aspremont,d'Aspremont,aspremont,ASPREMONT,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06790,06790,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,2300,924,9,249.0,493,100.0,855.0,43.785,7.244,43.775,7.245,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Aspremontois,https://fr.wikipedia.org/wiki/fr:Aspremont (Alpes-Maritimes),https://villedereve.fr/ville/06006-aspremont
1873,06007,Auribeau-sur-Siagne,Auribeau-sur-Siagne,à Auribeau-sur-Siagne,d'Auribeau-sur-Siagne,auribeau-sur-siagne,AURIBEAU-SUR-SIAGNE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0613,Mandelieu-la-Napoule,200039857,CA du Pays de Grasse,23,Nice,06810,06810,09304,06029,06701,Nice,7.0,UNITE URBAINE,B,3251,527,5,617.0,108,12.0,302.0,43.6,6.911,43.612,6.912,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Auribellois,https://fr.wikipedia.org/wiki/fr:Auribeau-sur-Siagne,https://villedereve.fr/ville/06007-auribeau-sur-siagne
1874,06008,Auvare,Auvare,à Auvare,d'Auvare,auvare,AUVARE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06260,06260,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,44,1795,18,2.0,1412,479.0,2133.0,43.988,6.908,44.007,6.915,7,Rural à habitat très dispersé,0.0,communes non pôle,Auvarois,https://fr.wikipedia.org/wiki/fr:Auvare,https://villedereve.fr/ville/06008-auvare
1875,06009,Bairols,Bairols,à Bairols,de Bairols,bairols,BAIROLS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200030195,Métropole Nice Côte d'Azur,23,Nice,06420,06420,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,124,1503,15,8.0,956,280.0,1803.0,43.983,7.126,43.987,7.12,7,Rural à habitat très dispersé,0.0,communes non pôle,Bairolois,https://fr.wikipedia.org/wiki/fr:Bairols,https://villedereve.fr/ville/06009-bairols
1876,06010,Le Bar-sur-Loup,Bar-sur-Loup,au Bar-sur-Loup,du Bar-sur-Loup,le-bar-sur-loup,LE BAR-SUR-LOUP,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0625,Valbonne,240600585,CA de Sophia Antipolis,23,Nice,06620,06620,09304,06029,06701,Nice,7.0,UNITE URBAINE,B,2947,1446,14,204.0,615,100.0,1312.0,43.702,6.989,43.699,6.963,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Aubarnais ou Barois,https://fr.wikipedia.org/wiki/fr:Le Bar-sur-Loup,https://villedereve.fr/ville/06010-le-bar-sur-loup
1877,06011,Beaulieu-sur-Mer,Beaulieu-sur-Mer,à Beaulieu-sur-Mer,de Beaulieu-sur-Mer,beaulieu-sur-mer,BEAULIEU-SUR-MER,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0604,Beausoleil,200030195,Métropole Nice Côte d'Azur,23,Nice,06310,"06311, 06310",09315,06088,06701,Nice,7.0,UNITE URBAINE,B,3796,108,1,3515.0,36,0.0,189.0,43.707,7.335,43.708,7.333,4,Ceintures urbaines,2.0,centres intermédiaires d'équipements et de services,Berlugans,https://fr.wikipedia.org/wiki/fr:Beaulieu-sur-Mer,https://villedereve.fr/ville/06011-beaulieu-sur-mer
1878,06012,Beausoleil,Beausoleil,à Beausoleil,de Beausoleil,beausoleil,BEAUSOLEIL,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0604,Beausoleil,240600551,CA de la Riviera Française,23,Nice,06240,06240,09314,06083,06501,Menton-Monaco (partie française),5.0,UNITE URBAINE,B,12674,280,3,4526.0,242,40.0,621.0,43.744,7.426,43.748,7.422,2,Centres urbains intermédiaires,3.0,centres structurants d'équipements et de services,Beausoleillois,https://fr.wikipedia.org/wiki/fr:Beausoleil (Alpes-Maritimes),https://villedereve.fr/ville/06012-beausoleil
1879,06013,Belvédère,Belvédère,à Belvédère,de Belvédère,belvedere,BELVÉDÈRE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06450,06450,09315,06088,06104,Roquebillière,1.0,UNITE URBAINE,B,627,7561,76,8.0,1866,575.0,3080.0,44.015,7.32,44.056,7.374,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Belvédérois,https://fr.wikipedia.org/wiki/fr:Belvédère (Alpes-Maritimes),https://villedereve.fr/ville/06013-belvedere
1880,06014,Bendejun,Bendejun,à Bendejun,de Bendejun,bendejun,BENDEJUN,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600593,CC du Pays des Paillons,23,Nice,06390,06390,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,950,631,6,151.0,648,240.0,1100.0,43.836,7.295,43.83,7.284,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Bendejunois,https://fr.wikipedia.org/wiki/fr:Bendejun,https://villedereve.fr/ville/06014-bendejun
1881,06015,Berre-les-Alpes,Berre-les-Alpes,à Berre-les-Alpes,de Berre-les-Alpes,berre-les-alpes,BERRE-LES-ALPES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600593,CC du Pays des Paillons,23,Nice,06390,06390,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,1227,951,10,129.0,544,237.0,816.0,43.83,7.327,43.838,7.331,3,Petites villes,1.0,centres locaux d'équipements et de services,Berrois,https://fr.wikipedia.org/wiki/fr:Berre-les-Alpes,https://villedereve.fr/ville/06015-berre-les-alpes
1882,06016,Beuil,Beuil,à Beuil,de Beuil,beuil,BEUIL,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06470,06470,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,553,7451,75,7.0,1793,1040.0,2815.0,44.095,6.99,44.108,6.972,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Beuillois,https://fr.wikipedia.org/wiki/fr:Beuil,https://villedereve.fr/ville/06016-beuil
1883,06017,Bézaudun-les-Alpes,Bézaudun-les-Alpes,à Bézaudun-les-Alpes,de Bézaudun-les-Alpes,bezaudun-les-alpes,BÉZAUDUN-LES-ALPES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,240600585,CA de Sophia Antipolis,23,Nice,06510,06510,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,258,2154,22,12.0,955,560.0,1340.0,43.808,7.097,43.804,7.094,6,Rural à habitat dispersé,0.0,communes non pôle,Bézaudunois,https://fr.wikipedia.org/wiki/fr:Bézaudun-les-Alpes,https://villedereve.fr/ville/06017-bezaudun-les-alpes
1884,06018,Biot,Biot,à Biot,de Biot,biot,BIOT,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0603,Antibes-3,240600585,CA de Sophia Antipolis,23,Nice,06410,"06921, 06903, 06905, 06410, 06906, 06901, 06902",09304,06029,06701,Nice,7.0,UNITE URBAINE,B,9880,1550,16,637.0,97,9.0,208.0,43.628,7.096,43.628,7.083,4,Ceintures urbaines,2.0,centres intermédiaires d'équipements et de services,Biotois,https://fr.wikipedia.org/wiki/fr:Biot (Alpes-Maritimes),https://villedereve.fr/ville/06018-biot
1885,06019,Blausasc,Blausasc,à Blausasc,de Blausasc,blausasc,BLAUSASC,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600593,CC du Pays des Paillons,23,Nice,06440,06440,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,1659,1014,10,164.0,293,108.0,661.0,43.806,7.363,43.794,7.36,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Blausascois,https://fr.wikipedia.org/wiki/fr:Blausasc,https://villedereve.fr/ville/06019-blausasc
1886,06020,La Bollène-Vésubie,Bollène-Vésubie,à Bollène-Vésubie,de la Bollène-Vésubie,la-bollene-vesubie,LA BOLLÈNE-VÉSUBIE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06450,06450,09315,06088,06104,Roquebillière,1.0,UNITE URBAINE,B,626,3533,35,18.0,1283,465.0,2122.0,43.991,7.332,43.995,7.372,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Bollénois,https://fr.wikipedia.org/wiki/fr:La Bollène-Vésubie,https://villedereve.fr/ville/06020-la-bollene-vesubie
1887,06021,Bonson,Bonson,à Bonson,de Bonson,bonson,BONSON,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200030195,Métropole Nice Côte d'Azur,23,Nice,06830,06830,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,716,665,7,108.0,449,119.0,841.0,43.863,7.189,43.862,7.183,6,Rural à habitat dispersé,0.0,communes non pôle,Bonsonnois,https://fr.wikipedia.org/wiki/fr:Bonson (Alpes-Maritimes),https://villedereve.fr/ville/06021-bonson
1888,06022,Bouyon,Bouyon,à Bouyon,de Bouyon,bouyon,BOUYON,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,240600585,CA de Sophia Antipolis,23,Nice,06510,06510,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,543,1244,12,44.0,657,159.0,1260.0,43.825,7.123,43.825,7.126,6,Rural à habitat dispersé,0.0,communes non pôle,Bouyonnais,https://fr.wikipedia.org/wiki/fr:Bouyon,https://villedereve.fr/ville/06022-bouyon
1889,06023,Breil-sur-Roya,Breil-sur-Roya,à Breil-sur-Roya,de Breil-sur-Roya,breil-sur-roya,BREIL-SUR-ROYA,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600551,CA de la Riviera Française,23,Nice,06540,06540,09314,06083,06101,Breil-sur-Roya,1.0,UNITE URBAINE,I,2206,8160,82,27.0,933,151.0,2080.0,43.937,7.514,43.94,7.504,5,Bourgs ruraux,2.0,centres intermédiaires d'équipements et de services,Breillois,https://fr.wikipedia.org/wiki/fr:Breil-sur-Roya,https://villedereve.fr/ville/06023-breil-sur-roya
1890,06024,Briançonnet,Briançonnet,à Briançonnet,de Briançonnet,brianconnet,BRIANÇONNET,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06850,06850,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,184,2466,25,7.0,1093,740.0,1600.0,43.864,6.758,43.865,6.745,7,Rural à habitat très dispersé,0.0,communes non pôle,Briançonnois ou Briançonnards,https://fr.wikipedia.org/wiki/fr:Briançonnet,https://villedereve.fr/ville/06024-brianconnet
1891,06025,Le Broc,Broc,au Broc,du Broc,le-broc,LE BROC,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0617,Nice-3,200030195,Métropole Nice Côte d'Azur,23,Nice,06510,"06510, 06517",09315,06088,06000,,0.0,HORS UNITE URBAINE,H,1422,1871,19,76.0,506,91.0,1024.0,43.808,7.17,43.815,7.159,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Brocois,https://fr.wikipedia.org/wiki/fr:Le Broc (Alpes-Maritimes),https://villedereve.fr/ville/06025-le-broc
1892,06026,Cabris,Cabris,à Cabris,de Cabris,cabris,CABRIS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06530,06530,09304,06029,06701,Nice,7.0,UNITE URBAINE,B,1393,540,5,258.0,540,240.0,762.0,43.656,6.876,43.66,6.878,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Cabriencs,https://fr.wikipedia.org/wiki/fr:Cabris,https://villedereve.fr/ville/06026-cabris
1893,06027,Cagnes-sur-Mer,Cagnes-sur-Mer,à Cagnes-sur-Mer,de Cagnes-sur-Mer,cagnes-sur-mer,CAGNES-SUR-MER,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0695,Cagnes-sur-Mer,200030195,Métropole Nice Côte d'Azur,23,Nice,06800,"06804, 06800, 06802, 06803, 06808, 06805, 06801",09315,06088,06701,Nice,7.0,UNITE URBAINE,B,52580,1821,18,2887.0,64,0.0,187.0,43.664,7.149,43.672,7.153,1,Grands centres urbains,3.0,centres structurants d'équipements et de services,Cagnois,https://fr.wikipedia.org/wiki/fr:Cagnes-sur-Mer,https://villedereve.fr/ville/06027-cagnes-sur-mer
1894,06028,Caille,Caille,à Caille,de Caille,caille,CAILLE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06750,06750,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,403,1700,17,24.0,1314,1122.0,1644.0,43.779,6.73,43.769,6.757,7,Rural à habitat très dispersé,1.0,centres locaux d'équipements et de services,Caillois,https://fr.wikipedia.org/wiki/fr:Caille (Alpes-Maritimes),https://villedereve.fr/ville/06028-caille
1895,06029,Cannes,Cannes,à Cannes,de Cannes,cannes,CANNES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0696,Cannes,200039915,CA Cannes Pays de Lérins,23,Nice,06150,"06322, 06151, 06400, 06156, 06406, 06404, 06408, 06150, 06407, 06402, 06152, 06153, 06405, 06401, 06414, 06403",09304,06029,06701,Nice,7.0,UNITE URBAINE,B,73255,2099,21,3490.0,41,0.0,260.0,43.551,7.013,43.553,7.004,1,Grands centres urbains,4.0,centres majeurs d'équipements et de services,Cannois,https://fr.wikipedia.org/wiki/fr:Cannes,https://villedereve.fr/ville/06029-cannes
1896,06030,Le Cannet,Cannet,au Cannet,du Cannet,le-cannet,LE CANNET,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0697,Le Cannet,200039915,CA Cannes Pays de Lérins,23,Nice,06110,"06113, 06116, 06111, 06121, 06117, 06115, 06110, 06114",09304,06029,06701,Nice,7.0,UNITE URBAINE,B,41597,768,8,5416.0,102,12.0,285.0,43.577,7.019,43.573,7.006,1,Grands centres urbains,3.0,centres structurants d'équipements et de services,Cannettans,https://fr.wikipedia.org/wiki/fr:Le Cannet,https://villedereve.fr/ville/06030-le-cannet
1897,06031,Cantaron,Cantaron,à Cantaron,de Cantaron,cantaron,CANTARON,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600593,CC du Pays des Paillons,23,Nice,06340,"06348, 06340",09315,06088,06701,Nice,7.0,UNITE URBAINE,B,1285,730,7,176.0,380,90.0,780.0,43.762,7.318,43.771,7.313,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Cantaronnais,https://fr.wikipedia.org/wiki/fr:Cantaron,https://villedereve.fr/ville/06031-cantaron
1898,06032,Cap-d'Ail,Cap-d'Ail,à Cap-d'Ail,de Cap-d'Ail,cap-d-ail,CAP-D'AIL,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0604,Beausoleil,200030195,Métropole Nice Côte d'Azur,23,Nice,06320,06320,09314,06083,06501,Menton-Monaco (partie française),5.0,UNITE URBAINE,B,4508,220,2,2049.0,139,0.0,540.0,43.722,7.407,43.725,7.402,4,Ceintures urbaines,2.0,centres intermédiaires d'équipements et de services,Cap-d'Aillois,https://fr.wikipedia.org/wiki/fr:Cap-d'Ail,https://villedereve.fr/ville/06032-cap-d-ail
1899,06033,Carros,Carros,à Carros,de Carros,carros,CARROS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0617,Nice-3,200030195,Métropole Nice Côte d'Azur,23,Nice,06510,"06513, 06510, 06516, 06517, 06515, 06514, 06511",09315,06088,06701,Nice,7.0,UNITE URBAINE,B,13277,1545,15,859.0,367,63.0,945.0,43.773,7.192,43.785,7.184,2,Centres urbains intermédiaires,3.0,centres structurants d'équipements et de services,Carrossois,https://fr.wikipedia.org/wiki/fr:Carros,https://villedereve.fr/ville/06033-carros
1900,06034,Castagniers,Castagniers,à Castagniers,de Castagniers,castagniers,CASTAGNIERS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06670,06670,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,1687,697,7,242.0,319,68.0,881.0,43.791,7.231,43.792,7.228,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Castagnérenques,https://fr.wikipedia.org/wiki/fr:Castagniers,https://villedereve.fr/ville/06034-castagniers
1901,06035,Castellar,Castellar,à Castellar,de Castellar,castellar,CASTELLAR,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0614,Menton,240600551,CA de la Riviera Française,23,Nice,06500,06500,09314,06083,06501,Menton-Monaco (partie française),5.0,UNITE URBAINE,B,1087,1223,12,89.0,684,100.0,1382.0,43.803,7.497,43.822,7.499,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Castellarois,https://fr.wikipedia.org/wiki/fr:Castellar (Alpes-Maritimes),https://villedereve.fr/ville/06035-castellar
1902,06036,Castillon,Castillon,à Castillon,de Castillon,castillon,CASTILLON,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0614,Menton,240600551,CA de la Riviera Française,23,Nice,06500,06500,09314,06083,06000,,0.0,HORS UNITE URBAINE,H,420,754,8,56.0,771,275.0,1289.0,43.834,7.473,43.836,7.465,6,Rural à habitat dispersé,0.0,communes non pôle,Castillonnais,https://fr.wikipedia.org/wiki/fr:Castillon (Alpes-Maritimes),https://villedereve.fr/ville/06036-castillon
1903,06037,Caussols,Caussols,à Caussols,de Caussols,caussols,CAUSSOLS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0625,Valbonne,240600585,CA de Sophia Antipolis,23,Nice,06460,06460,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,312,2761,28,11.0,1168,895.0,1458.0,43.741,6.9,43.737,6.902,6,Rural à habitat dispersé,0.0,communes non pôle,Caussolois,https://fr.wikipedia.org/wiki/fr:Caussols,https://villedereve.fr/ville/06037-caussols
1904,06038,Châteauneuf-Grasse,Châteauneuf-Grasse,à Châteauneuf-Grasse,de Châteauneuf-Grasse,chateauneuf-grasse,CHÂTEAUNEUF-GRASSE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0625,Valbonne,240600585,CA de Sophia Antipolis,23,Nice,06740,06740,09304,06029,06701,Nice,7.0,UNITE URBAINE,B,3716,908,9,409.0,318,221.0,658.0,43.675,6.975,43.666,6.979,4,Ceintures urbaines,2.0,centres intermédiaires d'équipements et de services,Châteauneuvois (ou Castelnevois),https://fr.wikipedia.org/wiki/fr:Châteauneuf-Grasse,https://villedereve.fr/ville/06038-chateauneuf-grasse
1905,06039,Châteauneuf-Villevieille,Châteauneuf-Villevieille,à Châteauneuf-Villevieille,de Châteauneuf-Villevieille,chateauneuf-villevieille,CHÂTEAUNEUF-VILLEVIEILLE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,200030195,Métropole Nice Côte d'Azur,23,Nice,06390,"06392, 06390",09315,06088,06701,Nice,7.0,UNITE URBAINE,B,971,843,8,115.0,602,234.0,901.0,43.809,7.296,43.8,7.294,6,Rural à habitat dispersé,0.0,communes non pôle,Madonencs,https://fr.wikipedia.org/wiki/fr:Châteauneuf-Villevieille,https://villedereve.fr/ville/06039-chateauneuf-villevieille
1906,06040,Châteauneuf-d'Entraunes,Châteauneuf-d'Entraunes,à Châteauneuf-d'Entraunes,de Châteauneuf-d'Entraunes,chateauneuf-d-entraunes,CHÂTEAUNEUF-D'ENTRAUNES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06470,06470,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,63,2944,29,2.0,1742,880.0,2813.0,44.128,6.832,44.164,6.835,7,Rural à habitat très dispersé,0.0,communes non pôle,,https://fr.wikipedia.org/wiki/fr:Châteauneuf-d'Entraunes,https://villedereve.fr/ville/06040-chateauneuf-d-entraunes
1907,06041,Cipières,Cipières,à Cipières,de Cipières,cipieres,CIPIÈRES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0625,Valbonne,240600585,CA de Sophia Antipolis,23,Nice,06620,06620,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,400,3834,38,10.0,1044,459.0,1381.0,43.783,6.956,43.77,6.928,6,Rural à habitat dispersé,0.0,communes non pôle,Cipiérois,https://fr.wikipedia.org/wiki/fr:Cipières,https://villedereve.fr/ville/06041-cipieres
1908,06042,Clans,Clans,à Clans,de Clans,clans,CLANS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06420,06420,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,673,3773,38,18.0,1120,264.0,2082.0,43.995,7.147,44.005,7.179,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Clansois,https://fr.wikipedia.org/wiki/fr:Clans (Alpes-Maritimes),https://villedereve.fr/ville/06042-clans
1909,06043,Coaraze,Coaraze,à Coaraze,de Coaraze,coaraze,COARAZE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600593,CC du Pays des Paillons,23,Nice,06390,06390,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,817,1701,17,48.0,689,313.0,1414.0,43.864,7.294,43.866,7.299,6,Rural à habitat dispersé,0.0,communes non pôle,Coaraziens,https://fr.wikipedia.org/wiki/fr:Coaraze,https://villedereve.fr/ville/06043-coaraze
1910,06044,La Colle-sur-Loup,Colle-sur-Loup,à Colle-sur-Loup,de la Colle-sur-Loup,la-colle-sur-loup,LA COLLE-SUR-LOUP,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0627,Villeneuve-Loubet,240600585,CA de Sophia Antipolis,23,Nice,06480,06480,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,8084,982,10,823.0,138,10.0,351.0,43.687,7.104,43.687,7.098,2,Centres urbains intermédiaires,2.0,centres intermédiaires d'équipements et de services,Collois,https://fr.wikipedia.org/wiki/fr:La Colle-sur-Loup,https://villedereve.fr/ville/06044-la-colle-sur-loup
1911,06045,Collongues,Collongues,à Collongues,de Collongues,collongues,COLLONGUES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06910,06910,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,76,1081,11,7.0,749,574.0,1200.0,43.889,6.863,43.894,6.864,7,Rural à habitat très dispersé,0.0,communes non pôle,Collonguois,https://fr.wikipedia.org/wiki/fr:Collongues (Alpes-Maritimes),https://villedereve.fr/ville/06045-collongues
1912,06046,Colomars,Colomars,à Colomars,de Colomars,colomars,COLOMARS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06670,06670,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,3487,627,6,556.0,242,57.0,402.0,43.764,7.222,43.759,7.223,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Colomarsois,https://fr.wikipedia.org/wiki/fr:Colomars,https://villedereve.fr/ville/06046-colomars
